SISTEMA;TARIFA;CIA;MES;FEE;P1.;P2.;P3.;P4.;P5;P6.
BALEARES;2.0TD;ACCIONA;01/06/2023;Cierzo;0,2127672 €;0,1659745 €;0,1427808 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Cierzo;0,1905974 €;0,1437035 €;0,1200554 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Cierzo;0,1900316 €;0,1431352 €;0,1194755 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Cierzo;0,2087481 €;0,1619371 €;0,1386610 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Cierzo;0,2604423 €;0,2138672 €;0,1916506 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Cierzo;0,1851050 €;0,1381861 €;0,1144254 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Cierzo;0,2173992 €;0,1706276 €;0,1475288 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Cierzo;0,2393332 €;0,1926618 €;0,1700126 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Cierzo;0,2530641 €;0,2064554 €;0,1840876 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Cierzo;0,2649973 €;0,2184609 €;0,1964177 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Cierzo;0,2812858 €;0,2348238 €;0,2131144 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Cierzo;0,2668713 €;0,2203435 €;0,1983387 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Cierzo;0,2986587 €;0,2522759 €;0,2309226 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Cierzo;0,3192845 €;0,2729959 €;0,2520653 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Cierzo;0,3244586 €;0,2781936 €;0,2573691 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Cierzo;0,4326322 €;0,3868609 €;0,3682536 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Cierzo;0,3347126 €;0,2884944 €;0,2678801 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Cierzo;0,3364805 €;0,2902704 €;0,2696923 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Cierzo;0,2097617 €;0,1629553 €;0,1397000 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Levante;0,2320522 €;0,1852595 €;0,1620658 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Levante;0,2098824 €;0,1629885 €;0,1393404 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Levante;0,2093166 €;0,1624202 €;0,1387605 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Levante;0,2280331 €;0,1812221 €;0,1579460 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Levante;0,2797273 €;0,2331522 €;0,2109356 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Levante;0,2043900 €;0,1574711 €;0,1337104 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Levante;0,2366842 €;0,1899126 €;0,1668138 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Levante;0,2586182 €;0,2119468 €;0,1892976 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Levante;0,2723491 €;0,2257404 €;0,2033726 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Levante;0,2842823 €;0,2377459 €;0,2157027 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Levante;0,3005708 €;0,2541088 €;0,2323994 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Levante;0,2861563 €;0,2396285 €;0,2176237 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Levante;0,3179437 €;0,2715609 €;0,2502076 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Levante;0,3385695 €;0,2922809 €;0,2713503 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Levante;0,3437436 €;0,2974786 €;0,2766541 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Levante;0,4519172 €;0,4061459 €;0,3875386 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Levante;0,3539976 €;0,3077794 €;0,2871651 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Levante;0,3557655 €;0,3095554 €;0,2889773 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Levante;0,2290467 €;0,1822403 €;0,1589850 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Levante+;0,2320522 €;0,1852595 €;0,1620658 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Levante+;0,2098824 €;0,1629885 €;0,1393404 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Levante+;0,2093166 €;0,1624202 €;0,1387605 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Levante+;0,2280331 €;0,1812221 €;0,1579460 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Levante+;0,2797273 €;0,2331522 €;0,2109356 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Levante+;0,2043900 €;0,1574711 €;0,1337104 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Levante+;0,2366842 €;0,1899126 €;0,1668138 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Levante+;0,2586182 €;0,2119468 €;0,1892976 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Levante+;0,2723491 €;0,2257404 €;0,2033726 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Levante+;0,2842823 €;0,2377459 €;0,2157027 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Levante+;0,3005708 €;0,2541088 €;0,2323994 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Levante+;0,2861563 €;0,2396285 €;0,2176237 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Levante+;0,3179437 €;0,2715609 €;0,2502076 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Levante+;0,3385695 €;0,2922809 €;0,2713503 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Levante+;0,3437436 €;0,2974786 €;0,2766541 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Levante+;0,4519172 €;0,4061459 €;0,3875386 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Levante+;0,3539976 €;0,3077794 €;0,2871651 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Levante+;0,3557655 €;0,3095554 €;0,2889773 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Levante+;0,2290467 €;0,1822403 €;0,1589850 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Poniente;0,2219022 €;0,1751095 €;0,1519158 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Poniente;0,1997324 €;0,1528385 €;0,1291904 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Poniente;0,1991666 €;0,1522702 €;0,1286105 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Poniente;0,2178831 €;0,1710721 €;0,1477960 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Poniente;0,2695773 €;0,2230022 €;0,2007856 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Poniente;0,1942400 €;0,1473211 €;0,1235604 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Poniente;0,2265342 €;0,1797626 €;0,1566638 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Poniente;0,2484682 €;0,2017968 €;0,1791476 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Poniente;0,2621991 €;0,2155904 €;0,1932226 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Poniente;0,2741323 €;0,2275959 €;0,2055527 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Poniente;0,2904208 €;0,2439588 €;0,2222494 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Poniente;0,2760063 €;0,2294785 €;0,2074737 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Poniente;0,3077937 €;0,2614109 €;0,2400576 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Poniente;0,3284195 €;0,2821309 €;0,2612003 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Poniente;0,3335936 €;0,2873286 €;0,2665041 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Poniente;0,4417672 €;0,3959959 €;0,3773886 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Poniente;0,3438476 €;0,2976294 €;0,2770151 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Poniente;0,3456155 €;0,2994054 €;0,2788273 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Poniente;0,2188967 €;0,1720903 €;0,1488350 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Poniente+;0,2219022 €;0,1751095 €;0,1519158 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Poniente+;0,1997324 €;0,1528385 €;0,1291904 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Poniente+;0,1991666 €;0,1522702 €;0,1286105 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Poniente+;0,2178831 €;0,1710721 €;0,1477960 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Poniente+;0,2695773 €;0,2230022 €;0,2007856 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Poniente+;0,1942400 €;0,1473211 €;0,1235604 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Poniente+;0,2265342 €;0,1797626 €;0,1566638 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Poniente+;0,2484682 €;0,2017968 €;0,1791476 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Poniente+;0,2621991 €;0,2155904 €;0,1932226 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Poniente+;0,2741323 €;0,2275959 €;0,2055527 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Poniente+;0,2904208 €;0,2439588 €;0,2222494 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Poniente+;0,2760063 €;0,2294785 €;0,2074737 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Poniente+;0,3077937 €;0,2614109 €;0,2400576 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Poniente+;0,3284195 €;0,2821309 €;0,2612003 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Poniente+;0,3335936 €;0,2873286 €;0,2665041 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Poniente+;0,4417672 €;0,3959959 €;0,3773886 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Poniente+;0,3438476 €;0,2976294 €;0,2770151 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Poniente+;0,3456155 €;0,2994054 €;0,2788273 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Poniente+;0,2188967 €;0,1720903 €;0,1488350 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Tramontana;0,2147972 €;0,1680045 €;0,1448108 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Tramontana;0,1926274 €;0,1457335 €;0,1220854 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Tramontana;0,1920616 €;0,1451652 €;0,1215055 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Tramontana;0,2107781 €;0,1639671 €;0,1406910 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Tramontana;0,2624723 €;0,2158972 €;0,1936806 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Tramontana;0,1871350 €;0,1402161 €;0,1164554 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Tramontana;0,2194292 €;0,1726576 €;0,1495588 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Tramontana;0,2413632 €;0,1946918 €;0,1720426 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Tramontana;0,2550941 €;0,2084854 €;0,1861176 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Tramontana;0,2670273 €;0,2204909 €;0,1984477 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Tramontana;0,2833158 €;0,2368538 €;0,2151444 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Tramontana;0,2689013 €;0,2223735 €;0,2003687 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Tramontana;0,3006887 €;0,2543059 €;0,2329526 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Tramontana;0,3213145 €;0,2750259 €;0,2540953 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Tramontana;0,3264886 €;0,2802236 €;0,2593991 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Tramontana;0,4346622 €;0,3888909 €;0,3702836 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Tramontana;0,3367426 €;0,2905244 €;0,2699101 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Tramontana;0,3385105 €;0,2923004 €;0,2717223 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Tramontana;0,2689013 €;0,2223735 €;0,2003687 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Tramontana;0,3006887 €;0,2543059 €;0,2329526 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Tramontana;0,3213145 €;0,2750259 €;0,2540953 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Tramontana;0,3264886 €;0,2802236 €;0,2593991 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Tramontana;0,4346622 €;0,3888909 €;0,3702836 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Tramontana;0,3367426 €;0,2905244 €;0,2699101 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Tramontana;0,3385105 €;0,2923004 €;0,2717223 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Tramontana;0,2117917 €;0,1649853 €;0,1417300 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Tramontana+;0,2147972 €;0,1680045 €;0,1448108 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Tramontana+;0,1926274 €;0,1457335 €;0,1220854 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Tramontana+;0,1920616 €;0,1451652 €;0,1215055 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Tramontana+;0,2107781 €;0,1639671 €;0,1406910 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Tramontana+;0,2624723 €;0,2158972 €;0,1936806 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Tramontana+;0,1871350 €;0,1402161 €;0,1164554 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Tramontana+;0,2194292 €;0,1726576 €;0,1495588 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Tramontana+;0,2413632 €;0,1946918 €;0,1720426 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Tramontana+;0,2550941 €;0,2084854 €;0,1861176 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Tramontana+;0,2670273 €;0,2204909 €;0,1984477 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Tramontana+;0,2833158 €;0,2368538 €;0,2151444 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Tramontana+;0,2689013 €;0,2223735 €;0,2003687 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Tramontana+;0,3006887 €;0,2543059 €;0,2329526 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Tramontana+;0,3213145 €;0,2750259 €;0,2540953 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Tramontana+;0,3264886 €;0,2802236 €;0,2593991 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Tramontana+;0,4346622 €;0,3888909 €;0,3702836 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Tramontana+;0,3367426 €;0,2905244 €;0,2699101 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Tramontana+;0,3385105 €;0,2923004 €;0,2717223 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2023;Tramontana+;0,2147972 €;0,1680045 €;0,1448108 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2023;Tramontana+;0,1926274 €;0,1457335 €;0,1220854 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2023;Tramontana+;0,1920616 €;0,1451652 €;0,1215055 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2023;Tramontana+;0,2107781 €;0,1639671 €;0,1406910 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/02/2023;Tramontana+;0,2624723 €;0,2158972 €;0,1936806 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2023;Tramontana+;0,1871350 €;0,1402161 €;0,1164554 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/12/2022;Tramontana+;0,2194292 €;0,1726576 €;0,1495588 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/11/2022;Tramontana+;0,2413632 €;0,1946918 €;0,1720426 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/10/2022;Tramontana+;0,2550941 €;0,2084854 €;0,1861176 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/09/2022;Tramontana+;0,2670273 €;0,2204909 €;0,1984477 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/08/2022;Tramontana+;0,2833158 €;0,2368538 €;0,2151444 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2022;Tramontana+;0,2689013 €;0,2223735 €;0,2003687 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/06/2022;Tramontana+;0,3006887 €;0,2543059 €;0,2329526 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/05/2022;Tramontana+;0,3213145 €;0,2750259 €;0,2540953 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/04/2022;Tramontana+;0,3264886 €;0,2802236 €;0,2593991 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/03/2022;Tramontana+;0,4346622 €;0,3888909 €;0,3702836 €;0,0000000 €;0,0000000 €;
BALEARES;2.0TD;ACCIONA;01/02/2022;Tramontana+;0,3367426 €;0,2905244 €;0,2699101 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/01/2022;Tramontana+;0,3385105 €;0,2923004 €;0,2717223 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;ACCIONA;01/07/2023;Tramontana+;0,2117917 €;0,1649853 €;0,1417300 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/06/2023;10,00;0,2544990 €;0,1979550 €;0,1467930 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/05/2023;10,00;0,2357760 €;0,1849920 €;0,1287180 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/04/2023;10,00;0,2612260 €;0,2087940 €;0,1387060 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/03/2023;10,00;0,2220760 €;0,1703690 €;0,1367470 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/01/2023;10,00;0,2510270 €;0,1966470 €;0,1270120 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/12/2022;10,00;0,2352290 €;0,1795100 €;0,1830000 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/11/2022;10,00;0,2977230 €;0,2442960 €;0,1978770 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/10/2022;10,00;0,3296630 €;0,2699900 €;0,2062770 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/09/2022;10,00;0,3474190 €;0,2825590 €;0,2052600 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/08/2022;10,00;0,3608630 €;0,3061960 €;0,2372400 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/07/2022;10,00;0,3291550 €;0,2714390 €;0,2103110 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/06/2022;10,00;0,3953040 €;0,3387370 €;0,2564210 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/05/2022;10,00;0,4110510 €;0,3479790 €;0,2744440 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/04/2022;10,00;0,4150020 €;0,3477550 €;0,2766760 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/03/2022;10,00;0,5777070 €;0,4698930 €;0,3728460 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/02/2022;10,00;0,4450670 €;0,3442940 €;0,2742800 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/01/2022;10,00;0,4503300 €;0,3527040 €;0,2848510 €;0,0000000 €;0,0000000 €;0,0000000 €
BALEARES;2.0TD;AEQ;01/07/2022;10,00;0,3291550 €;0,2714390 €;0,2103110 €;0,0000000 €;0,0000000 €;0,0000000 €
